Unknown Shores,미지의 해안,대지,"{T}: {C}를 당신의 마나풀에 담는다.
{1}, {T}: 원하는 색의 마나 한 개를 당신의 마나풀에 담는다."
Unnatural Endurance,부자연스러운 인내,순간마법,"결여 #(이 카드는 무색이다.)#
생물을 목표로 정한다. 그 생물은 턴종료까지 +2/+0을 받는다. 그 생물을 재생한다."
Untamed Hunger,야성의 굶주림,부여마법 — 마법진,"생물에게 부여
부여된 생물은 +2/+1을 받고 호전적을 가진다. #(이 생물은 두 개 이상의 생물에만 방어될 수 있다.)#"
Vampire Envoy,흡혈귀 사절,생물 — 흡혈귀 성직자 동맹,"비행
흡혈귀 사절이 탭될 때마다, 당신은 생명 1점을 얻는다."
Vile Redeemer,사악한 구원자,생물 — 엘드라지,"결여 #(이 카드는 무색이다.)#
섬광
사악한 구원자를 발동할 때, 당신은 {C}를 지불할 수 있다. 그렇게 한다면, 이 턴에 당신의 조종하에 죽은 토큰이 아닌 생물 한 개당 1/1 무색 엘드라지 자손 생물 토큰 한 개를 전장에 놓는다. 그 생물들은 ""이 생물을 희생한다: 당신의 마나풀에 {C}를 담는다.""를 가진다."
Vines of the Recluse,은둔자의 덩굴,순간마법,생물을 목표로 정한다. 그 생물은 턴종료까지 +1/+2를 받고 대공을 얻는다. 그 생물을 언탭한다. #(대공을 가진 생물은 비행을 가진 생물을 방어할 수 있다.)#
Visions of Brutality,잔혹한 환상,부여마법 — 마법진,"결여 #(이 카드는 무색이다.)#
생물에게 부여
부여된 생물은 방어할 수 없다.
부여된 생물이 피해를 입힐 때마다, 그 생물의 조종자는 그만큼의 생명점을 잃는다."
Void Grafter,공허 이식자,생물 — 엘드라지 드론,"결여 #(이 카드는 무색이다.)#
섬광 #(순간마법을 발동할 수 있는 시기라면 당신은 이 주문을 언제든지 발동할 수 있다.)#
공허 이식자가 전장에 들어올 때, 당신이 조종하는 다른 생물을 목표로 정한다. 그 생물은 턴종료까지 방호를 얻는다."
Void Shatter,공허 분쇄,순간마법,"결여 #(이 카드는 무색이다.)#
주문을 목표로 정한다. 그 주문을 무효화한다. 이렇게 그 주문이 무효화되면 그 카드를 소유자의 무덤에 넣는 대신 추방한다."
Walker of the Wastes,불모지 보행자,생물 — 엘드라지,"#({C}는 무색 마나를 나타낸다.)#
돌진
불모지 보행자는 당신이 조종하는 이름이 불모지인 대지 한 개당 +1/+1을 받는다."
Wall of Resurgence,재기의 벽,생물 — 벽,"수비태세
재기의 벽이 전장에 들어올 때 당신이 조종하는 대지를 목표로 정한다. 당신은 그 대지에 +1/+1 카운터 세 개를 올려놓을 수 있다. 그렇게 한다면, 그 대지는 신속을 가진 0/0 정령 생물이 되며, 여전히 대지이다."
Wandering Fumarole,방랑하는 분기공,대지,"방랑하는 분기공은 탭된 채로 전장에 들어온다.
{T}: {U} 또는 {R}를 당신의 마나풀에 담는다.
{2}{U}{R}: 방랑하는 분기공은 ""{0}: 이 생물의 공격력과 방어력을 턴종료까지 뒤바꾼다.""를 가진 1/4 청색이며 적색인 정령 생물이 된다. 그 생물은 여전히 대지다."
Warden of Geometries,기하구조의 관리인,생물 — 엘드라지 드론,"경계
{T}: {C}를 당신의 마나풀에 담는다. #({C}는 무색 마나를 나타낸다.)#"
Warping Wail,비트는 통곡,순간마법,"#({C}는 무색 마나를 나타낸다.)#
하나를 선택한다 —
• 공격력이나 방어력이 1 이하인 생물을 목표로 정한다. 그 생물을 추방한다.
• 집중마법 주문을 목표로 정한다. 그 주문을 무효화한다.
• 1/1 무색 엘드라지 자손 생물 토큰 한 개를 전장에 놓는다. 그 생물은 ""이 생물을 희생한다: 당신의 마나풀에 {C}를 담는다.""를 가진다."
Wastes,불모지,기본 대지,C
Weapons Trainer,무기 교관,생물 — 인간 병사 동맹,"당신이 조종하는 다른 생물들은 당신이 장비를 조종하는 한, +1/+0을 받는다."
Witness the End,최후 목격,집중마법,"결여 #(이 카드는 무색이다.)#
상대를 목표로 정한다. 그 상대는 자신의 손에서 카드 두 장을 추방하고 생명 2점을 잃는다."
World Breaker,세계를 부수는 자,생물 — 엘드라지,"결여 #(이 카드는 무색이다.)#
당신이 세계를 부수는 자를 발동할 때, 마법물체, 부여마법 또는 대지를 목표로 정한다. 그 목표를 추방한다.
대공
{2}{C}, 대지 한 개를 희생한다: 세계를 부수는 자를 당신의 무덤에서 당신의 손으로 되돌린다. #({C}는 무색 마나를 나타낸다.)#"
Zada's Commando,자다의 특공대,생물 — 고블린 궁수 동맹,"선제공격
동료 — {T}, 당신이 조종하는 언탭된 동맹 한 개를 탭한다: 상대를 목표로 정한다. 자다의 특공대는 그 상대에게 피해 1점을 입힌다."
Zendikar Resurgent,되살아나는 젠디카르,부여마법,"당신이 마나를 생산하기 위해 대지를 탭할 때마다, 그 대지가 생산한 마나의 유형 중 하나를 골라 그 마나 한 개를 추가로 당신의 마나풀에 담는다. #(마나의 유형은 백색, 청색, 흑색, 적색, 녹색, 그리고 무색이다.)#
당신이 생물 주문을 발동할 때마다, 카드 한 장을 뽑는다."
Zulaport Chainmage,줄라포트 사슬마도사,생물 — 인간 주술사 동맹,"동료 — {T}, 당신이 조종하는 언탭된 동맹 한 개를 탭한다: 상대를 목표로 정한다. 그 상대는 생명 2점을 잃는다."
Abrupt Decay,갑작스런 부패,순간마법,"갑작스런 부패는 주문이나 능력에 의해 무효화될 수 없다.
대지가 아닌 지속물 중 전환마나비용이 3 이하인 지속물 한 개를 목표로 정한다. 그 지속물을 파괴한다."
Aerial Predation,공중 포식,순간마법,비행 능력을 가진 생물 한 개를 목표로 정한다. 그 생물을 파괴한다. 당신은 생명 2점을 얻는다.
Angel of Serenity,평온의 천사,생물 — 천사,"비행
평온의 천사가 전장에 들어올 때, 전장에 있는 다른 생물과 무덤에 있는 생물 카드 중에서 목표를 최대 세 개까지 정한다. 당신은 그 목표들을 추방할 수 있다.
평온의 천사가 전장을 떠날 때, 추방된 카드들을 각각 소유자의 손으로 되돌린다."
Annihilating Fire,섬멸의 화염,순간마법,"생물 한 개 또는 플레이어 한 명을 목표로 정한다. 섬멸의 화염은 그 목표에게 피해 3점을 입힌다. 이렇게 피해를 입은 생물이 이 턴에 죽으려고 하면, 대신에 그 생물을 추방한다."
Aquus Steed,아쿠스 준마,생물 — 야수,"{2}{U}, {T}: 생물 한 개를 목표로 정한다. 그 생물은 턴종료까지 -2/-0을 받는다."
Archon of the Triumvirate,삼두정치의 집정관,생물 — 집정관,"비행
삼두정치의 집정관이 공격할 때마다, 상대가 조종하는 지속물 중 대지가 아닌 지속물을 최대 두 개까지 목표로 정한다. 그 지속물들을 억류한다. #(당신의 다음 턴이 될 때까지 그 지속물들은 공격하거나 방어할 수 없으며, 그 지속물들의 활성화능력은 활성화될 수 없다.)#"
Archweaver,큰거미줄 거미,생물 — 거미,"대공, 돌진"
Armada Wurm,군단 웜,생물 — 웜,"돌진
군단 웜이 전장에 들어올 때, 돌진 능력을 가진 5/5 녹색 웜 생물 토큰 한 개를 전장에 놓는다."
Armory Guard,무기고 경비,생물 — 거인 병사,"당신이 관문을 조종하는 한, 무기고 경비는 경계 능력을 가진다."
Arrest,체포,부여마법 — 마법진,"생물에게 부여
부여된 생물은 공격하거나 방어할 수 없으며, 그 생물의 활성화능력은 활성화될 수 없다."
Ash Zealot,재의 광신도,생물 — 인간 전사,"선제공격, 신속
어느 플레이어가 무덤에서 주문을 발동할 때마다, 재의 광신도는 그 플레이어에게 피해 3점을 입힌다."
Assassin's Strike,암살자의 일격,집중마법,생물 한 개를 목표로 정한다. 그 생물을 파괴한다. 그 생물의 조종자는 카드 한 장을 버린다.
Auger Spree,무자비한 꿰뚫기,순간마법,생물 한 개를 목표로 정한다. 그 생물은 턴종료까지 +4/-4를 받는다.
Avenging Arrow,복수의 화살,순간마법,이번 턴에 피해를 입힌 생물 한 개를 목표로 정한다. 그 생물을 파괴한다.
Axebane Guardian,액스베인 수호자,생물 — 인간 드루이드,"수비태세
{T}: 원하는 색의 조합으로 마나 X개를 당신의 마나풀에 담는다. X는 당신이 조종하는 생물 중 수비태세 능력을 가진 생물의 수다."
Axebane Stag,액스베인 숫사슴,생물 — 엘크,
Azorius Arrester,아조리우스 체포원,생물 — 인간 병사,"아조리우스 체포원이 전장에 들어올 때, 상대가 조종하는 생물 한 개를 목표로 정한다. 그 생물을 억류한다. #(당신의 다음 턴이 될 때까지 그 생물은 공격하거나 방어할 수 없으며, 그 생물의 활성화능력은 활성화될 수 없다.)#"
Azorius Charm,아조리우스 부적,순간마법,하나를 선택한다 — 당신이 조종하는 생물들은 턴종료까지 생명연결 능력을 얻는다; 또는 카드 한 장을 뽑는다; 또는 공격생물 한 개나 방어생물 한 개를 목표로 정한다. 그 생물을 소유자의 서고 맨 위에 놓는다.
Azorius Justiciar,아조리우스 재판관,생물 — 인간 마법사,"아조리우스 재판관이 전장에 들어올 때, 상대가 조종하는 생물을 최대 두 개까지 목표로 정한다. 그 생물들을 억류한다. #(당신의 다음 턴이 될 때까지 그 생물은 공격하거나 방어할 수 없으며, 그 생물의 활성화능력은 활성화될 수 없다.)#"
Azorius Keyrune,아조리우스 열쇠룬,마법물체,"{T}: {W} 또는 {U}를 당신의 마나풀에 담는다.
{W}{U}: 턴종료까지, 아조리우스 열쇠룬은 비행 능력을 가진 2/2 백색 및 청색 조류 마법물체 생물이 된다."
Azor's Elocutors,아조르의 웅변가들,생물 — 인간 참모,"당신의 유지단 시작에, 아조르의 웅변가들에 발언 카운터 한 개를 올려놓는다. 그러고 나서 아조르의 웅변가들이 발언 카운터를 다섯 개 이상 가지고 있다면 당신이 게임에서 승리한다.
어느 원천이 당신에게 피해를 입힐 때마다, 아조르의 웅변가들로부터 발언 카운터 한 개를 제거한다."
Batterhorn,강타뿔,생물 — 야수,"강타뿔이 전장에 들어올 때, 마법물체 한 개를 목표로 정한다. 당신은 그 마법물체를 파괴할 수 있다."
Bazaar Krovod,상점가 크로보드,생물 — 야수,"상점가 크로보드가 공격할 때마다, 다른 공격생물 한 개를 목표로 정한다. 그 생물은 턴종료까지 +0/+2를 받는다. 그 생물을 언탭한다."
Blistercoil Weird,불꽃고리 위어드,생물 — 위어드,"당신이 순간마법 또는 집중마법 주문을 발동할 때마다, 블리스터코일 위어드는 턴종료까지 +1/+1을 얻는다. 그것을 언탭한다."
Blood Crypt,피바다 지하묘지,대지 — 늪 산,"#({T}: {B} 또는 {R}를 당신의 마나풀에 담는다.)#
피바다 지하묘지가 전장에 들어오면서, 당신은 생명 2점을 지불할 수 있다. 그러지 않으면, 피바다 지하묘지는 탭된 채로 전장에 들어온다."
Bloodfray Giant,유혈소동 거인,생물 — 거인,"돌진
속박해제 #(당신은 이 생물로 하여금 +1/+1 카운터 한 개를 가지고 전장에 들어오도록 할 수 있다. 이 생물은 +1/+1 카운터를 가지고 있는 한 방어할 수 없다.)#"
Blustersquall,강력돌풍,순간마법,"당신이 조종하지 않는 생물 한 개를 목표로 정한다. 그 생물을 탭한다.
과부하 {3}{U} #(당신은 과부하 비용을 지불하여 이 주문을 발동할 수 있다. 그럴 경우, 이 주문은 “당신이 조종하지 않는 각 생물을 탭한다”로 내용이 변한다.)#"
Brushstrider,수풀 위로 걷는 야수,생물 — 야수,경계
Call of the Conclave,교단의 부름,집중마법,3/3 녹색 켄타우로스 생물 토큰 한 개를 전장에 놓는다.
Carnival Hellsteed,카니발 지옥마,생물 — 나이트메어 말,"선제공격, 신속
속박해제 #(당신은 이 생물로 하여금 +1/+1 카운터 한 개를 가지고 전장에 들어오도록 할 수 있다. 이 생물은 +1/+1 카운터를 가지고 있는 한 방어할 수 없다.)#"
Centaur Healer,켄타우로스 치유사,생물 — 켄타우로스 성직자,"켄타우로스 치유사가 전장에 들어올 때, 당신은 생명 3점을 얻는다."
Centaur's Herald,켄타우로스의 전령,생물 — 엘프 정찰병,"{2}{G}, 켄타우로스의 전령을 희생한다: 3/3 녹색 켄타우로스 생물 토큰 한 개를 전장에 놓는다."
Chaos Imps,혼돈의 임프들,생물 — 임프,"비행
속박해제 #(당신은 이 생물로 하여금 +1/+1 카운터 한 개를 가지고 전장에 들어오도록 할 수 있다. 이 생물은 +1/+1 카운터를 가지고 있는 한 방어할 수 없다.)#
혼돈의 임프들은 +1/+1 카운터를 가지고 있는 한 돌진 능력을 가진다."
Chemister's Trick,화학술사의 속임수,순간마법,"당신이 조종하지 않는 생물 한 개를 목표로 정한다. 그 생물은 턴종료까지 -2/-0을 받고 가능하면 이 턴에 공격한다.
과부하 {3}{U}{R} #(당신은 과부하 비용을 지불하여 이 주문을 발동할 수 있다. 그럴 경우, 이 주문은 ""당신이 조종하지 않는 각 생물은 턴종료까지 -2/-0을 받고 가능하면 이 턴에 공격한다""로 내용이 변한다.)#"
Chorus of Might,힘의 합창,순간마법,생물 한 개를 목표로 정한다. 그 생물은 턴종료까지 당신이 조종하는 생물 한 개당 +1/+1을 받고 돌진 능력을 얻는다.
Chromatic Lantern,다색 등불,마법물체,"당신이 조종하는 모든 대지는 ""{T}: 당신의 마나풀에 원하는 색의 마나 한 개를 담는다.""라는 능력을 가진다.
{T}: 당신의 마나풀에 원하는 색의 마나 한 개를 담는다."
Chronic Flooding,계속되는 홍수,부여마법 — 마법진,"대지에게 부여
부여된 대지가 탭될 때마다, 그 대지의 조종자는 자신의 서고 맨 위의 카드 세 장을 자신의 무덤에 넣는다."
Civic Saber,시민의 기병도,마법물체 — 장비,"장착된 생물은 자신의 색 한 개당 +1/+0을 받는다.
장착 {1}"
Codex Shredder,고문서 파쇄기,마법물체,"{T}: 플레이어 한 명을 목표로 정한다. 그 플레이어는 자신의 서고 맨 위의 카드 한 장을 자신의 무덤에 넣는다.
{5}, {T}, 고문서 파쇄기를 희생한다: 당신의 무덤에 있는 카드 한 장을 목표로 정한다. 그 카드를 당신의 손으로 되돌린다."
